TransactionID,Amount,ReferenceNumber,Date,Description
VHGKDYONCTIA,168.72,REF-64067165,2025-12-26,deposit
M9SZUOYGNECJ,34.38,REF-39795258,2026-01-24,invoice
IJUWVIBK5JHV,451.37,REF-21374070,2025-03-07,payment
IOQKXV0C72FV,735.4,REF-50466810,2026-01-25,invoice
WHOEEOY5Y05M,641.99,REF-61565953,2025-10-08,invoice
C1E5QWVYAU6K,407.56,REF-00935298,2025-09-29,withdrawal
HCN4PLLLAFLM,630.39,REF-78485019,2025-12-17,invoice
7HCSU74UO0F4,187.53,REF-29842028,2025-02-15,payment
X9PC9MIX0N1L,283.15,REF-33271461,2025-10-13,deposit
UBLS2QNGX9HC,657,REF-51185093,2025-11-08,payment
HCBZ4WII2XP7,616.88,REF-84211951,2025-04-10,payment
KUWOOWZGGSRI,558.48,REF-87833418,2025-08-06,payment
SYQ8FMWVHWWA,719.37,REF-64149792,2025-09-22,deposit
ZLIN6AGDMVQI,941.09,REF-98170664,2025-09-17,payment
8Z0L4TXM5MBF,597.56,REF-13613818,2025-08-25,withdrawal
FNJEAVHWKDLJ,883.9,REF-64274188,2025-09-19,withdrawal
YXPAXHE6QLOZ,341.56,REF-16187172,2025-07-01,payment
QKLKAJVWYGIE,814.41,REF-49277045,2025-01-29,payment
LT8T7EPQU2HK,461.56,REF-14681431,2025-05-19,payment
RU6OYMPZQECS,292.6,REF-84092016,2025-03-07,withdrawal
4KAMNDNWSH29,715.76,REF-57875083,2025-03-15,payment
YWITBYUAB6CD,747.84,REF-92958060,2025-10-04,withdrawal
VFXZQYQEWCM2,710.44,REF-96348285,2025-08-27,invoice
UXC5FEQ0XL1T,835.81,REF-32691538,2025-07-08,payment
LTVXOLWHG58P,963.52,REF-73791582,2025-11-07,withdrawal
GBVU54BEKPVF,905.8,REF-26590892,2026-01-21,deposit
2HKVQ4TXOWNV,147.2,REF-63513466,2025-10-31,invoice
ZXOXULAC8WYP,285.04,REF-37835062,2025-05-22,invoice
YWQDBLFYKQJ6,559.08,REF-04840325,2025-11-05,deposit
IESMFWWPKWWH,19.67,REF-14186016,2025-11-26,invoice
FYTVWJCYJB23,889.48,REF-50197908,2025-01-30,invoice
VQHVYOCXJNWB,541.22,REF-96532251,2025-07-26,payment
YEX1EMABHIZP,594.8,REF-62061225,2025-08-14,withdrawal
KIBQMIBKBQCX,945.79,REF-56598976,2025-04-25,withdrawal
JQZHWNXHF6WX,972.03,REF-00064407,2025-10-07,withdrawal
SP8YRUMPUBNL,172.88,REF-65605747,2025-12-27,payment
YDGOQOSTNLWY,491.13,REF-83559343,2025-09-29,withdrawal
K4I4BDVPHJEA,142.84,REF-31970816,2025-07-28,payment
SC1XA48KJS6M,999.58,REF-11342944,2026-01-22,withdrawal
ZB7DH5FEMA0P,857.55,REF-02582481,2025-11-08,deposit
8V51IXAMTJRB,681.13,REF-08582505,2025-10-27,invoice
PJNO1AMLNKRE,428.44,REF-24007547,2025-12-22,payment
U7AYYDXGBFN5,658.21,REF-88648950,2025-06-01,deposit
QNDUSLON5WJB,994.21,REF-96521732,2025-05-03,deposit
SOWUS764LWD4,262.09,REF-52662106,2025-02-16,withdrawal
CCPTKTPDUQJO,643.08,REF-67246326,2025-02-04,invoice
PE73GHENRRJX,160.94,REF-60146227,2025-09-25,payment
PYROYDD4PVFX,43.06,REF-56249416,2025-04-08,deposit
HJ7CL2HMC4VB,801.26,REF-02582612,2025-07-16,payment
5HCLU85CQIEP,635.7,REF-32573372,2025-06-17,invoice
H0GU8SELRKUU,167.53,REF-46403767,2026-01-24,withdrawal
KLEVSGDNXF1E,752.3,REF-16656268,2026-01-12,invoice
0CCH7SMQQNSF,93.94,REF-68283538,2025-06-09,invoice
3D1QGTLTHPJK,993.96,REF-39339533,2025-12-22,deposit
IOXHIRUX6ALS,672.31,REF-14562686,2025-09-14,deposit
LMMPRTDPLJER,871.57,REF-31667398,2025-01-30,payment
QH2RVLRCMWPX,854.91,REF-83748778,2025-03-01,invoice
E3UMBI99ROY0,303.6,REF-32865811,2025-08-11,invoice
SMICG1BVPPBL,941.21,REF-08781331,2025-03-09,payment
SNPRC6COINBW,768.78,REF-23011905,2025-08-29,payment
7W4CWOHRWLWW,667.34,REF-40622394,2025-07-22,payment
L9JX3RGGGADH,969.83,REF-71296540,2025-06-21,deposit
DWP7OWGNNMOH,714.8,REF-15193979,2025-04-07,invoice
JEUEN7ZP1HJK,443.82,REF-63432642,2025-08-24,withdrawal
I0UB27TU4QH0,47.54,REF-46210151,2025-04-25,invoice
WCOUHKNYFJ7K,388.09,REF-88429993,2025-06-26,deposit
ZRTWY9B6QJVV,665.31,REF-26983221,2025-05-17,withdrawal
2ZBGRRATK3YR,127.16,REF-72994319,2025-11-30,payment
ZVRSPKCDVJUS,838.12,REF-57147625,2025-04-09,payment
WTWBSXZ5TKOQ,963.05,REF-50864841,2025-12-31,deposit
MMH6633RXRJ9,190.18,REF-89206736,2025-06-27,deposit
86MY7NJUXQWT,146.62,REF-79591772,2025-08-09,payment
FNJOG2TY2Y62,355.84,REF-66633445,2026-01-06,withdrawal
AYS9ESCMDYN0,770,REF-25316975,2025-03-27,invoice
EWQN2NZMZKFV,718.35,REF-16017904,2025-10-22,deposit
T641EBUQAVOL,494.34,REF-88813099,2025-02-11,payment
ZDICRZCUBDHE,810.5,REF-76802713,2025-02-06,withdrawal
1OHH343YAO5Y,357.55,REF-50868033,2026-01-18,payment
KY7PIAMHJ7VO,194.06,REF-23947903,2025-08-19,payment
IPNIANNGDXMZ,765.64,REF-21954395,2025-10-22,invoice
GKAO6XJZ1FAV,161.77,REF-10842810,2025-12-24,withdrawal
PVD8I3BCLHMI,794.62,REF-96117602,2025-11-02,withdrawal
9WDMJL0CNX3F,438.5,REF-28942278,2025-02-13,invoice
DUNNACSNT5M3,473.07,REF-53585898,2025-04-14,invoice
CEVA9RN5GUMN,116.38,REF-06585568,2025-06-25,deposit
OENOD6WFTCSB,988.99,REF-51539211,2026-01-02,payment
GL63XTF8MLUW,272.69,REF-82476954,2025-11-13,payment
AXHCOTLR3JPL,345.25,REF-16101226,2025-04-24,deposit
T4KGNIP8T9NT,429.13,REF-08167824,2025-02-11,withdrawal
EWBHEOLQUDI9,323.69,REF-68773369,2025-08-08,payment
ZLWXG1JRIRAD,509.53,REF-82872542,2025-07-22,payment
PFPWYMSRVSLK,427.06,REF-60069606,2025-10-05,payment
696ZOJ9ZKV6K,544.24,REF-81406749,2025-09-10,invoice
SJR49CDLNHK0,777.95,REF-51396125,2025-03-21,withdrawal
J2PROQSHI1SH,309.41,REF-88139284,2025-05-24,withdrawal
ADTDG205KSI0,411.89,REF-51713834,2025-05-23,invoice
NFDFDUSFMVHP,32.78,REF-18913566,2025-11-29,invoice
AVA3MT2XPL3E,995.44,REF-60031194,2025-04-07,payment
Y70PZQ76RQPT,402.78,REF-15663727,2025-10-17,invoice
GT7DLSPNO4ZH,777.13,REF-97481115,2025-11-05,withdrawal
AK6DTG169CWE,945.27,REF-83328916,2026-01-19,invoice
6NDJR9AOMCBI,37.71,REF-31805034,2025-11-22,invoice
5YYULWIYLHRS,0.59,REF-13491638,2025-10-07,deposit
NSEJSYEXOJOE,806.37,REF-98927076,2026-01-23,payment
XEYJVYNDUZHR,966.56,REF-37475614,2025-07-20,payment
AZMKZKPSIRSG,104.78,REF-82657113,2025-07-21,deposit
BTVJYFJNFQ8U,565.89,REF-93394959,2025-08-08,deposit
MHUSN5FYICLR,271.54,REF-50535439,2025-03-27,payment
YY40E9QRVBJP,652.56,REF-43956471,2025-08-02,payment
XRXGQBUCGBTF,0.43,REF-13425046,2025-03-02,withdrawal
79XF4PLVXUYX,59.95,REF-98135145,2025-04-05,withdrawal
C7B5T1SZCKB1,3.16,REF-95698054,2025-06-18,invoice
ESXGWBPFIUII,538.73,REF-66318504,2025-02-14,payment
VOMYXN1C5ETU,440.64,REF-55398261,2025-10-30,deposit
OCXDFL6WUO3S,137.2,REF-95874772,2025-09-23,withdrawal
VAYLEYA5ISU6,470.49,REF-61161934,2025-08-20,payment
DWEBGICCCD58,994.96,REF-78055914,2025-11-24,invoice
78QV3LJTQEQG,539.24,REF-64657085,2025-02-17,invoice
ZIPHJLQ9UCJ4,514.75,REF-79981594,2025-01-30,invoice
YACJ7HQ1G5SV,254.29,REF-90367395,2025-06-17,deposit
8LPRKM3AHAVM,305.09,REF-06483147,2025-05-18,invoice
PYTIW7BL44OR,833.62,REF-57393388,2025-08-03,withdrawal
PCSFS0ZURNNR,740.28,REF-78920527,2025-06-13,invoice
DMGI6N8ALOWG,99.4,REF-07581559,2025-05-30,withdrawal
ERDDHCKJGGXG,120.3,REF-90133506,2025-07-02,payment
V2QPBBIUZZ2U,296.34,REF-85021648,2025-05-19,invoice
LOEZVEYC78IP,691.58,REF-54255820,2025-06-19,deposit
2M7ABCEDWHRU,635.07,REF-94142840,2025-11-23,withdrawal
JRIGLERDMKRQ,572.65,REF-62304926,2025-12-09,withdrawal
QHUABSERMMCI,186.16,REF-95287266,2025-06-16,invoice
ZH7RZZ0HTEGV,730.62,REF-74519003,2025-06-28,invoice
OK2CYR0YNQZR,206.42,REF-46707373,2025-10-21,payment
WU2NANDOWXSL,231.65,REF-63252357,2025-01-30,invoice
TSLOVVW2N9CK,913.23,REF-54720259,2025-12-30,payment
S2EMH2KNTTRY,759.4,REF-50616457,2025-03-17,deposit
D8IRGT5OQBK0,786.48,REF-38170353,2025-05-14,deposit
IIUVUI0RDBJF,287.26,REF-59255868,2025-06-18,payment
AAWXIBGOXOVH,386.68,REF-58505824,2025-02-15,payment
2NWUADTLJ91Z,628.38,REF-24954411,2025-07-07,deposit
C1UUPM4VLJZN,903.64,REF-22617437,2025-08-22,withdrawal
CBSM73CICPCG,939.49,REF-40790592,2025-05-14,invoice
CXJDHDLCPSNT,404.03,REF-26620535,2025-05-30,payment
KDMKXIVLRZME,376.65,REF-73260825,2025-10-14,withdrawal
P84MUTQPGNEU,591.71,REF-51736878,2025-05-15,withdrawal
Y9XPTVHLYOJD,801.95,REF-31970295,2025-07-17,withdrawal
QCLWCSSRKJP6,937.18,REF-77875963,2025-03-04,withdrawal
LHV5FZFSUR6R,792.43,REF-43303392,2025-12-09,invoice
WLFHBXQMAJ9P,76.43,REF-18256502,2025-03-06,deposit
XUSIW7FITOSS,241.04,REF-61943388,2025-06-15,invoice
0HGVGCGCTI9W,39.56,REF-02895728,2025-11-08,invoice
CJ9HQGPYQDL4,651.23,REF-24094341,2025-03-21,deposit
4EDCMCQQTU5Y,339.86,REF-18474673,2025-11-13,payment
VFUU5YYYG3YR,603.16,REF-11000573,2025-09-03,withdrawal
3WTSTDNI9TG0,617.29,REF-56385747,2025-10-22,invoice
JUGUUD3M8PNL,360.38,REF-02345730,2025-06-28,payment
KLWU9RYCJJPX,405.2,REF-21499359,2025-08-05,payment
QKYGMPBO2NUN,475.44,REF-98728364,2025-06-25,deposit
HB0QBJM9DXBI,582.66,REF-89373360,2025-06-22,payment
AUBSIKNP5JMK,970.86,REF-92648106,2025-04-17,withdrawal
7SQX8CVA2PLG,927.01,REF-08064968,2025-10-16,withdrawal
C6M1HLF6L8M9,40.59,REF-28593401,2025-10-06,payment
IYV2TR5P3KIY,2.15,REF-72400763,2025-03-27,deposit
ASGV2DOLKVVA,300.13,REF-80137491,2025-08-13,payment
ESAA0Y3CBDLD,925.39,REF-05855116,2025-08-11,withdrawal
GEHKX7YTXIHJ,942.26,REF-34864451,2025-11-09,payment
46YSCGHZ05QX,348.48,REF-68478183,2025-09-29,withdrawal
FIDKMUWFUIAS,857.14,REF-10304082,2025-08-05,withdrawal
Q4XBQDCJB8II,849.57,REF-56669234,2025-03-22,withdrawal
ZGL9BGXJUJZX,120.4,REF-93763111,2025-09-22,payment
DLIVWUSI6N8M,460.62,REF-67650402,2025-02-18,payment
C7XCP2JMHDMD,962.36,REF-18460336,2025-12-16,withdrawal
4VNOGRDYAWUT,407.28,REF-46123759,2025-08-23,deposit
H0WC3MASMZQO,609.8,REF-50811964,2025-09-16,deposit
GDQCRQX2R871,812.35,REF-54982436,2025-12-18,invoice
08IXREG8RK0T,138.27,REF-59042411,2025-02-10,invoice
4IPBWQQLO0BK,1.71,REF-61855015,2025-07-20,withdrawal
LZRQCBX3ONAX,704.33,REF-53656769,2025-02-20,payment
L87SO4EP5PDY,819.44,REF-95115942,2025-03-02,withdrawal
JJGZGLGLDKXP,903.38,REF-26029753,2025-03-05,payment
GLJTHGFB7M2Z,869.38,REF-49341212,2025-12-31,deposit
1ULV3LINEEES,735.24,REF-62649588,2025-12-01,withdrawal
SOSZHMKBLMRE,444.24,REF-11720399,2025-05-10,withdrawal
V8CNPICAWZXC,50.29,REF-68976983,2025-03-03,deposit
T5MYQRL8E2DI,514.84,REF-14735888,2025-05-26,withdrawal
MN6GOHOIZR7S,229.86,REF-06911764,2025-06-23,payment
PN0CJCIOS2RT,693.91,REF-37248585,2025-06-30,withdrawal
FJVBFLBSID8L,138.86,REF-13739267,2025-05-21,deposit
V2JCKXPY3CJN,220.79,REF-57886159,2025-04-01,invoice
GLUWKJKGHMSX,627.29,REF-60454794,2025-09-20,invoice
XC5Y4HF4UUZL,464.8,REF-77023073,2025-01-27,payment
TCV9ZSXALHUU,688.68,REF-74209777,2025-10-18,deposit
SD3QVJJLYCIZ,16.52,REF-96338790,2025-10-03,payment
X6MWOPDKCT3V,942.81,REF-09088684,2026-01-09,withdrawal
IU6G6NCG8CQK,180.9,REF-38812092,2025-08-07,withdrawal
PONOUMHNEHUG,410.53,REF-07331705,2025-02-16,invoice
PXNRT37Y2QLA,731.56,REF-87967860,2025-08-10,withdrawal
G5JK4MQH3TJU,729.76,REF-20519415,2025-10-06,invoice
QGM8EZJTLMHS,940.65,REF-52652577,2025-04-04,invoice
A1HPVBUNQJSL,243.41,REF-94688283,2025-08-04,withdrawal
39Q3MTDHIA8J,785.27,REF-33403899,2025-04-12,deposit
7P4VFBPKGUPJ,627.08,REF-48756278,2025-02-23,payment
UQ93XGG6V9M1,893.49,REF-50510931,2025-10-13,deposit
AMNNY3TZ60WE,643.61,REF-89006309,2025-04-23,payment
FT3LJGWQGPZZ,843.83,REF-06576260,2025-10-25,payment
KYSAIRATID0R,33.72,REF-39576649,2025-02-15,payment
FCOXDBLALNHO,392.04,REF-46283718,2025-08-09,payment
DAE2THFSW3CC,454.28,REF-30782133,2025-03-28,withdrawal
PE1T5A2F1CPK,629.97,REF-74622414,2025-12-24,invoice
EFJXF9NBMY2P,74.47,REF-78789034,2026-01-04,withdrawal
SKDGHV4NUJCT,570.92,REF-41591864,2025-11-14,deposit
KRPRNJD0ZEPS,149.26,REF-28551522,2026-01-01,payment
7THPRFDPAFY3,21.97,REF-15802849,2025-02-10,invoice
YKIMCXLDYK8M,319.73,REF-51640072,2025-11-08,payment
PYBB2ZQFKYZY,294.07,REF-25364505,2025-12-03,payment
BVUYU9OK5K03,276.24,REF-12207755,2025-06-28,withdrawal
UT1B8XZ0K3SY,894.49,REF-28115981,2025-04-16,invoice
XOHTLNR23GQS,12.75,REF-79385037,2025-02-10,invoice
UFLV7DVLZDVB,691.49,REF-51359441,2025-10-22,withdrawal
X4OBYSLRUCO9,975.08,REF-98553715,2025-09-26,invoice
CYNIDABYT6UI,37.88,REF-69205411,2026-01-21,withdrawal
BHAGPNBDQN9S,320.74,REF-98218216,2025-09-01,deposit
AZT6HE9FOTH3,289.46,REF-48090682,2025-05-22,deposit
PXLYJXMSXI1W,837.35,REF-18033386,2025-02-10,deposit
LZ81ANKVI4EI,388.82,REF-26586975,2025-04-25,invoice
11LII9YXBT37,232.69,REF-24016362,2025-02-14,invoice
2FLLBCZSOVDY,342.34,REF-69029710,2025-03-09,payment
HPKLAOYINXX0,832.5,REF-20737130,2025-02-24,invoice
SSATKKRUS7Q8,429.18,REF-62417972,2025-04-22,payment
7EPW281CZMXD,612.78,REF-32478423,2025-06-13,withdrawal
FKS7YF8IN4DY,781.83,REF-95764970,2025-03-22,payment
ZCQNDDARRV1J,522.73,REF-18382540,2025-11-04,deposit
UODATKLNLIAI,849.69,REF-97469656,2025-06-16,payment
9GYOW8OBPQCC,854.36,REF-00626627,2025-06-29,deposit
TCZCOZPQZQKL,390.42,REF-36047990,2025-06-16,withdrawal
LZ0VBGLUDGYJ,62.66,REF-40424159,2025-09-06,payment
T6DLGGY4P3BS,747.93,REF-14804952,2025-08-08,withdrawal
FTLPZIF1SSQ2,796.62,REF-49485048,2025-06-04,invoice
GHR2ZYEYIUF9,830.47,REF-40572407,2025-05-15,deposit
PVGOBQLKYSGP,650.25,REF-55250032,2025-12-17,deposit
I59JESDIH0YM,323.57,REF-67475195,2026-01-21,payment
JTLPCAEYQO8I,919.06,REF-24349227,2025-12-26,withdrawal
C6L9QZWK9XPM,75.77,REF-45841748,2025-09-12,deposit
69W8JP02OCSL,931.92,REF-65579453,2025-12-13,payment
MNMOG4RHDOU8,648.68,REF-62219721,2025-10-20,invoice
AF5ODZREXFD4,668.9,REF-70323428,2025-07-01,deposit
OSM6B317US1H,513.59,REF-31367238,2025-12-05,deposit
UNC6WHDBXQP2,696.85,REF-99296432,2025-11-03,payment
QK5AR3ZCX76Z,830.63,REF-59039103,2025-09-07,deposit
9SYEFX5I0NAS,808.25,REF-87033532,2025-10-20,payment
KI12KT8WLKAI,499.95,REF-42017303,2025-06-05,deposit
YCCDYXGDLWBX,673.65,REF-14214420,2025-05-09,payment
DBNBHSZXPKGL,290.55,REF-81031934,2025-02-18,payment
A4ZOXTJUXPG9,231.14,REF-34464679,2025-05-19,withdrawal
XZKGHKPE3BIM,750.18,REF-07961326,2025-02-23,payment
6PULMFT3JFHH,815.54,REF-01780728,2025-08-16,deposit
HFEEJLXXZPOF,842.57,REF-06291444,2025-08-19,invoice
LGUEZUWSP4YT,885.5,REF-28832133,2025-11-09,withdrawal
WAV0D4YQPHOV,743.65,REF-63916645,2025-03-24,invoice
AI1CUFUZBXDG,232.01,REF-26317575,2025-10-07,withdrawal
GL9IYFWSOE0Q,396.51,REF-72343971,2025-02-12,invoice
XLNOCJFCFKG2,382.36,REF-63054096,2025-11-29,payment
79XU5DUMNRFW,492.55,REF-39072720,2025-10-24,deposit
JJ3JGOCGS6JF,937.09,REF-83078281,2025-06-08,invoice
FXMBTBV06QHM,384.1,REF-11509851,2025-10-06,deposit
V7UOHK40LS3V,246.02,REF-83004582,2025-10-15,invoice
I1ZOSH9M5V9L,96.84,REF-29281243,2025-02-24,payment
SPMFOF06YU6H,500.44,REF-95152325,2025-12-04,payment
QUKP0T8JA3SF,514.7,REF-35211135,2025-02-07,payment
9SFFZY8CHQGD,215.77,REF-21921613,2025-12-28,payment
25OYCXHTZO1C,442.5,REF-21275787,2025-08-28,payment
DNG59LTYHSPG,944.08,REF-48738807,2025-05-05,payment
RXKPULCM12EE,831.88,REF-65678115,2025-05-01,withdrawal
AC99LFUALKKR,163.31,REF-27190505,2026-01-13,invoice
ONN5UBALYPXG,649.16,REF-64019157,2025-08-01,withdrawal
EDVWXHDZN93J,369.97,REF-24147582,2025-06-17,deposit
ZSF4AG3SNZQS,67.06,REF-95001309,2025-09-26,withdrawal
RRZI38KOEB16,722.61,REF-95802131,2025-07-01,deposit
GKXTOBPPZN5O,898.32,REF-81675800,2025-02-05,withdrawal
0PYFD58BETVK,898.05,REF-27946982,2025-11-09,payment
XTLLB7GCGFPC,744,REF-02393478,2025-05-19,payment
64EUYK4RZWA7,42.76,REF-55646057,2025-03-06,payment
7V4DGJIUXR7I,459.33,REF-19125319,2025-12-12,deposit
SREVVG9VVYC2,740.73,REF-69156503,2025-07-15,withdrawal
3POMFY30GPRR,96.29,REF-56281081,2025-12-12,deposit
RZRMMDMPOYHI,144.84,REF-08274934,2025-09-09,payment
XXYZMUW62QXX,529.41,REF-08483130,2025-03-20,withdrawal
34ZJTRMCQDJC,385.51,REF-57746959,2025-02-14,withdrawal
ATDSB8EWUNCS,865.73,REF-37270825,2025-09-12,invoice
MGGCUIL5XE7X,867.99,REF-79348607,2025-04-01,payment
1BVAGLVZ8HTU,957.54,REF-69094258,2026-01-21,withdrawal
LPNIEMC3ZBTO,588.45,REF-46118519,2025-02-11,deposit
L0PU7ONVOMLG,541.53,REF-04976107,2026-01-05,invoice
TOBPDG5QJUJN,699.02,REF-60611528,2025-04-18,payment
WKKCILRKINLS,345.45,REF-00981621,2025-07-02,invoice
82I2RD3DD7TP,47.74,REF-80297697,2025-11-27,deposit
EN2BHOC6LCKF,643.35,REF-12856483,2025-07-25,payment
DWGMXYSAKCIL,313.13,REF-19842931,2025-04-28,deposit
D7GWDLOTAKGZ,950.97,REF-05132172,2025-08-01,deposit
U8YVLPTZVFQL,818.39,REF-28415201,2025-08-17,withdrawal
ANBBAGR6LSZW,260.48,REF-01887451,2025-10-31,payment
3LY1AFDS5V4X,501.18,REF-45497961,2025-08-07,payment
STA0CZX0J6FY,993.11,REF-45859619,2025-11-10,withdrawal
MM1R1O4WMFP5,393.81,REF-94496798,2025-11-17,deposit
YUZGFF1YXH8S,405.95,REF-47026227,2025-12-21,withdrawal
SOXHJQNUVQCA,224.25,REF-47713245,2025-12-24,payment
U6SFLPEDPDTJ,998.96,REF-65598077,2025-02-04,withdrawal
3OY9DX7PPHS2,114.12,REF-75904030,2025-11-10,deposit
R4NXRCIGO9GB,142.98,REF-67041074,2025-11-11,invoice
RMA90MUGKTXO,890.25,REF-20799428,2025-02-06,payment
HGUWHP23SKJP,932.23,REF-10162210,2025-10-01,deposit
UL7VOW8E0VML,326.01,REF-82675019,2025-05-02,withdrawal
L7UCEP7IPL64,700.25,REF-49375718,2025-05-02,payment
FZFZJEQ5QWWW,7.4,REF-80944934,2025-04-09,invoice
BQUSB4HOPYCA,719.62,REF-79954594,2025-10-18,withdrawal
KZXCYOD7UTFA,398.71,REF-32058008,2025-03-19,payment
SN4GC0KFUEIJ,771.54,REF-03681551,2025-03-24,invoice
QEDYSSCQHT7S,421.36,REF-81688443,2025-06-08,deposit
O35JRCCIW4TH,847.18,REF-55466833,2025-11-16,withdrawal
NHXF3VQIUNEY,418.76,REF-89278487,2025-07-02,invoice
EPVKICTPHG7H,531.29,REF-75867394,2025-05-10,payment
QPZF64JDI741,493.83,REF-65417661,2025-07-01,invoice
Q558USU1SCYN,802.19,REF-88764195,2025-10-05,payment
UG56ZJHVMUMG,36.69,REF-48337398,2025-06-13,invoice
OOHX4CYLLRXE,529.88,REF-67252941,2025-04-02,deposit
QPEGJ3RZR6MU,623.22,REF-87166489,2025-05-31,deposit
EVVQQLCLV5LA,845.15,REF-73411241,2025-02-17,invoice
YAAV4JPEICRQ,13.09,REF-70871423,2025-02-03,payment
3M2NYEYYOEWX,603.05,REF-35316635,2025-09-19,deposit
FGVSTHZQX7T0,423.99,REF-47999995,2025-10-04,withdrawal
VEE5XHCPNZY8,109.42,REF-12533279,2025-10-01,invoice
IENSYKOGYSVJ,49.24,REF-70070531,2025-08-15,payment
PCEDNSOJHAMF,271.1,REF-32576209,2025-05-18,invoice
HZIYCN6G1DEQ,932.77,REF-12840163,2025-11-20,deposit
XGYGAUYXF4UN,661.1,REF-84508344,2025-09-16,deposit
YBT3AG1GRST2,920.2,REF-51291016,2025-08-10,invoice
54NTWJRUUPSA,944.91,REF-24737834,2025-07-23,invoice
SOAFP9CEFUUH,515.9,REF-42921893,2025-08-04,payment
0M92VW6ZPN4H,504,REF-45844164,2026-01-05,invoice
6KWOSX3QUQUL,392.11,REF-94362531,2025-05-17,payment
LWRM1YCQNPOY,928.68,REF-53904196,2025-03-03,payment
AWJTKGSHOKPF,77.64,REF-19668423,2025-04-24,invoice
WELPKNBJB6DT,168.17,REF-40257387,2025-08-02,withdrawal
POHTSNWYN92W,663.16,REF-46203078,2025-06-05,invoice
7MCXUOWCAVAX,529.88,REF-80656719,2025-12-10,deposit
NZPQEMHGUQGY,659.22,REF-85534655,2025-10-05,invoice
NNPN5FKNE5DA,40.03,REF-38662012,2025-01-28,payment
UNJOETU2E1DB,101.6,REF-96504125,2025-10-04,withdrawal
WRXD2GGWQI4B,478.56,REF-32739167,2025-07-11,withdrawal
9OAHUNMGWOYG,448.92,REF-70874313,2025-10-10,invoice
YP4XU9RNOREM,659.54,REF-87919398,2025-08-09,withdrawal
TZ0UX0VFLUA2,946.85,REF-29093924,2025-06-09,withdrawal
X0ZURSHS0YIW,746.65,REF-63606338,2025-12-16,invoice
NGPMHEGJAZGT,647.09,REF-42108141,2026-01-02,invoice
L432U9QE8SD1,43.76,REF-05311999,2025-07-16,payment
SD2XLG3Z3HVZ,664.69,REF-47476672,2025-12-28,invoice
1X5ZQSB5ARZC,201.69,REF-19110643,2025-04-02,withdrawal
GDGCV4YLQJC6,237.63,REF-71691366,2025-07-08,withdrawal
EJHIZOIEXZCO,137.55,REF-76914603,2025-07-04,deposit
FOFDQPURH1O9,110.89,REF-69678652,2025-02-24,withdrawal
WMNXBIMSTPUO,968.45,REF-31939188,2025-08-20,deposit
9PA5NLGPHJJ1,78.93,REF-25874660,2026-01-16,withdrawal
QPXXMQLOOU8Q,877.11,REF-19287528,2025-10-15,withdrawal
NDOHGZEPKFP5,133.99,REF-80840291,2025-03-17,payment
O4WCBBYU774Q,320.91,REF-13272294,2025-08-29,deposit
MFECORKVL1AM,276.31,REF-51737944,2025-06-13,withdrawal
RZZ6EOBIUDPQ,839.6,REF-35141806,2025-03-22,deposit
NFN5OLEE3JTG,49.21,REF-62373297,2025-09-22,payment
438CUKKTTDWN,588.32,REF-25468260,2025-11-28,withdrawal
AUNPGKUJXIEL,816.45,REF-56715848,2025-06-08,withdrawal
RKQVY6AEIHRT,809.43,REF-04998149,2025-08-28,withdrawal
8M98ENKTOK2Z,904.71,REF-70597100,2025-12-07,withdrawal
HEJFLR5BJN5U,386.9,REF-03944116,2025-10-24,withdrawal
ICEZZDBCRPUJ,801.56,REF-16556985,2025-09-24,payment
WF6Z3U1OUK9X,157.94,REF-83141693,2025-02-13,payment
3HDVZMV4WQNV,581.47,REF-16225184,2026-01-15,invoice
K656BPKGFI53,407.91,REF-39403211,2025-10-04,invoice
M5VJFQCTTTSI,244.75,REF-89458629,2025-08-06,invoice
QOEDILY3CDUW,77.28,REF-02263878,2025-08-27,payment
IP0MIT0XMIIT,398.11,REF-91942563,2025-10-02,withdrawal
92VIGEWK5SZY,916.2,REF-35312626,2025-12-30,payment
3MKTJWAY86M2,911.72,REF-20364790,2025-03-13,withdrawal
FQPJHAADG5MF,167.16,REF-08763567,2025-04-03,payment
QRTAFJSYERP0,357.7,REF-22528779,2025-08-22,payment
TZJOROVUTQX9,403.03,REF-82446049,2025-12-13,deposit
GKLDVYLFVED5,933.7,REF-09416696,2025-02-08,invoice
1G6BOZNQG2AX,729.64,REF-58839719,2025-08-13,invoice
7FVGH3PJQ3GU,177.21,REF-33242891,2026-01-07,invoice
EZIU9UGDHMZP,292.83,REF-18224723,2025-12-21,invoice
SGYXLUNE7Z4H,646.86,REF-60045713,2025-01-27,payment
NP1SXLXQMD8Q,575.14,REF-51098454,2025-04-10,invoice
OPGQ9XNSFJOH,919.77,REF-85015613,2025-05-06,withdrawal
YDH3WRTZYEVD,650.26,REF-96938688,2025-11-25,deposit
GO8DZQBUGT80,251.01,REF-74142139,2025-08-25,deposit
L53RFQFPS4I2,471.28,REF-08819902,2025-03-07,deposit
KFMIBPJEB0OU,2.31,REF-75313415,2025-06-22,payment
OOFEG1ZPHH5E,680.3,REF-64029416,2025-07-03,deposit
XP2HAD7BTTUS,226.47,REF-36891438,2025-09-13,payment
7ZUX2OKJJUXE,606.62,REF-19842047,2025-06-25,deposit
O05LQIESIFZA,233.26,REF-63901983,2025-02-19,invoice
